sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,errors
43800405,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Active Rugged EDA Charging Cradle Zebra / Motorola / Symbol MC55 MC65 MC67",,,,1,,"Catalog, Search",69.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Motorola-Symbol-Zebra,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories752_1_1_1_1_1_1_2_1_1_1_1_2_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcmcmpc-116-symbol-mc55_1.jpg",",",,,,,,,,,
43800403,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Active Rugged EDA Charging Cradle Zebra / Motorola / Symbol MC70 / MC75",,,,1,,"Catalog, Search",59.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Motorola-Symbol-Zebra,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories752_1_1_1_1_1_1_2_1_1_1_1_2_1_1_1_1_3.jpg,/h/t/httptecpaq.commediacatalogproductcmcmpc-110-symbol-mc701_1_3.jpg",",",,,,,,,,,
43800407,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Active Rugged EDA Charging Cradle Zebra / Motorola / Symbol TC55",,,,1,,"Catalog, Search",59.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Motorola-Symbol-Zebra,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories752_1_1_1_1_1_1_2_1_1_1_1_2_1_1_1_2.jpg,/h/t/httptecpaq.commediacatalogproductcmcmpc-314-motorola-tc-55-wo-case_2_2.jpg",",",,,,,,,,,
43800411,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Active Rugged EDA Charging Cradle Zebra / Motorola / Symbol TC70 / TC75",,,,1,,"Catalog, Search",59.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Motorola-Symbol-Zebra,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories752_1_1_1_1_1_1_2_1_1_1_1_2_1_1_2.jpg,/h/t/httptecpaq.commediacatalogproductcmcmpc-318-symbol-tc70_3_2.jpg",",",,,,,,,,,
59100114,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Bluebird Pidion HM40 HM45",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"manufacturer=Bluebird Pidion",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-114-bluebird-pidion-hm401.jpg",",",,,,,,,,,
59100116,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Bluebird Pidion HM50",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"manufacturer=Bluebird Pidion",100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-116-bluebird-pidion-hm501.jpg",",",,,,,,,,,
59100104,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Bluebird Pidion BIP-1300",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"manufacturer=Bluebird Pidion",100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-104-bluebird-pidion-bip-1300.jpg",",",,,,,,,,,
59100112,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Bluebird Pidion BIP-1500",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"manufacturer=Bluebird Pidion",100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-112-bluebird-pidion-bip-1500.jpg",",",,,,,,,,,
59100118,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Bluebird Pidion BM180",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"manufacturer=Bluebird Pidion",100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-112-bluebird-pidion-bip-1500.jpg",",",,,,,,,,,
59100102,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Bluebird Pidion BIP-6000",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"manufacturer=Bluebird Pidion",100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-102-bluebird-pidion-bip-6000.jpg",",",,,,,,,,,
59100110,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Bluebird Pidion BIP-7000",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"manufacturer=Bluebird Pidion",100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-110-bluebird-pidion-bip-7000.jpg",",",,,,,,,,,
59100200,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Honeywell Dolphin 6000",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Honeywell,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-200-honeywell-dolphin-6000.jpg",",",,,,,,,,,
59100203,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Honeywell Dolphin 7800",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Honeywell,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-203-honeywell-dolphin-7800.jpg",",",,,,,,,,,
59100201,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Honeywell Dolphin 99EX",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Honeywell,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-201-honeywell-dolphin-99ex.jpg",",",,,,,,,,,
59100300,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Intermec CN3 / CN3e / CN4 / CN4e",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Intermec,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-300-intermec-cn3.jpg",",",,,,,,,,,
59100302,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Intermec CN50 / CN51",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Intermec,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-302-intermec-cn51.jpg",",",,,,,,,,,
59100306,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Intermec CN70 / CN70E",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Intermec,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-306-intermec-cn70.jpg",",",,,,,,,,,
59100304,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Intermec CS40",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Intermec,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-304-intermec-cs40.jpg",",",,,,,,,,,
59100410,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Motorola - Symbol MC45",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Motorola-Symbol-Zebra,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-410-motorola-mc45.jpg",",",,,,,,,,,
59100405,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Zebra / Motorola / Symbol MC55 MC65 MC67",,,,1,,"Catalog, Search",74.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Motorola-Symbol-Zebra,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-405-motorola-mc55.jpg",",",,,,,,,,,
59100403,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Motorola MC70 MC75",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Motorola-Symbol-Zebra,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-403-motorola-mc70.jpg",",",,,,,,,,,
59100407,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Motorola Symbol Zebra TC55",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Motorola-Symbol-Zebra,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-407-motorola-tc55.jpg",",",,,,,,,,,
59100411,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Rugged EDA Desktop Cradle Motorola Symbol Zebra TC70 TC75",,,,1,,"Catalog, Search",64.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Motorola-Symbol-Zebra,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories752_2.jpg,/h/t/httptecpaq.commediacatalogproductcrcrdc-411-symbol-tc70-75.jpg",",",,,,,,,,,
43900102,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Active Charging Cradle for Tablet Bluebird Pidion BP50",,,,1,,"Catalog, Search",59.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"manufacturer=Bluebird Pidion",100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcmcmtc-102-bluebird-pidion-bp50.jpg",",",,,,,,,,,
43900200,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Active Charging Cradle for Tablet Motorola / Symbol / Zebra ET1",,,,1,,"Catalog, Search",59.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Motorola-Symbol-Zebra,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories752_2_1.jpg,/h/t/httptecpaq.commediacatalogproductcmcmtc-200-motorola-et1.jpg",",",,,,,,,,,
43900601,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Active Charging Cradle for Samsung Galaxy Tab Active SM-T360 / SM-T365",,,,1,,"Catalog, Search",79.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Samsung,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories752_2_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcmcmtc-601-samsung-galaxy-tab-active-sm-t360-t365-cradle.jpg",",",,,,,,,,,
43900602,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Active Charging Cradle with LOCK for Samsung Galaxy Tab Active SM-T360 / SM-T365",,,,1,,"Catalog, Search",79.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Samsung,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories752_2_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcmcmtc-602-samsung-galaxy-tab-active-sm-t360-t365-cradle-with-lock.jpg",",",,,,,,,,,
43900100,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Active Charging Cradle for Tablet Bluebird Pidion BP80",,,,1,,"Catalog, Search",59.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"manufacturer=Bluebird Pidion",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories752_2_2.jpg,/h/t/httptecpaq.commediacatalogproductcmcmtc-100-bluebird-pidion-bp80.jpg",",",,,,,,,,,
57100601,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Active Charging Desktop Cradle for Samsung Galaxy Tab Active SM-T360 / SM-T365",,,,1,,"Catalog, Search",79.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Samsung,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessoires-verpakking9_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductctctdc-601-samsung-galaxy-tab-active-sm-t360-t365-cradle.jpg",",",,,,,,,,,
42000400,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Deluxe Charging Cradle for Garmin DEZL 560LMT / LT",,,,1,,"Catalog, Search",69.99,54.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Garmin,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories281_5_1_1_1_1_2_1_1_1_1_2_1_1_1_1_2_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproduct_a_accessories752_1_1_1_1_1_1_2_1_1_1_1_2_1_1_1_1_2_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcncnm-400-garmin-dezl-560t-02_1.jpg,/h/t/httptecpaq.commediacatalogproductcncnm-400-garmin-dezl-560t-acc_1.jpg,/h/t/httptecpaq.commediacatalogproductcncnm-400-garmin-dezl-560t-01_1.jpg",",,,,",,,,,,,,,
52100109,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Passive Cradle Set for Apple iPhone 6 Plus / 6S Plus - Window Installation",,,,1,,"Catalog, Search",29.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Apple,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories-cpsr4.jpg,/h/t/httptecpaq.commediacatalogproduct_v_verpakking-cpsr5.jpg,/h/t/httptecpaq.commediacatalogproductcpcpih-109-iphone6plus2.jpg",",,",,,,,,,,,
52000109,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Passive Cradle Set for Apple iPhone 6 Plus / 6S Plus - Dashboard Installation",,,,1,,"Catalog, Search",29.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Apple,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories1012.jpg,/h/t/httptecpaq.commediacatalogproduct_v_verpakking-cpsr5_1.jpg,/h/t/httptecpaq.commediacatalogproductcpcpih-109-iphone6plus2_1.jpg",",,",,,,,,,,,
52000108,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Passive Cradle Set for Apple iPhone 6 / 6S - Dashboard Installation",,,,1,,"Catalog, Search",29.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Apple,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories1012_1.jpg,/h/t/httptecpaq.commediacatalogproduct_v_verpakking-cpsr5_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcpcpih-108-iphone62.jpg",",,",,,,,,,,,
52100108,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Passive Cradle Set for Apple iPhone 6 / 6S - Window Installation",,,,1,,"Catalog, Search",29.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Apple,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories-cpsr4_2.jpg,/h/t/httptecpaq.commediacatalogproduct_v_verpakking-cpsr5_2.jpg,/h/t/httptecpaq.commediacatalogproductcpcpih-108-iphone62_1.jpg",",,",,,,,,,,,
52100105,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Passive Cradle Set for Apple iPhone 5 / 5S / 5C - Window Installation",,,,1,,"Catalog, Search",29.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Apple,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories-cpsr4_2_1.jpg,/h/t/httptecpaq.commediacatalogproduct_v_verpakking-cpsr5_2_1.jpg,/h/t/httptecpaq.commediacatalogproductcpcpih-105-iphone5s.jpg",",,",,,,,,,,,
52100105-1,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Passive Cradle Set for Apple iPhone 4 / 4S - Window Installation",,,,1,,"Catalog, Search",29.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Apple,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories-cpsr4_2_1_1.jpg,/h/t/httptecpaq.commediacatalogproduct_v_verpakking-cpsr5_2_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcpcpih-105-iphone4s.jpg",",,",,,,,,,,,
52000105,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Passive Cradle Set for Apple iPhone 5 / 5S / 5C - Dashboard Installation",,,,1,,"Catalog, Search",29.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Apple,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories1012_1_1.jpg,/h/t/httptecpaq.commediacatalogproduct_v_verpakking-cpsr5_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcpcpih-105-iphone5s_2.jpg",",,",,,,,,,,,
51010017,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Pass-Through Cradle Set for Apple iPhone 6 Plus / 6S Plus - Dashboard Installation",,,,1,,"Catalog, Search",49.99,39.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Apple,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories1012_2.jpg,/h/t/httptecpaq.commediacatalogproductcmcmic-17-iphone-6plus1.jpg",",",,,,,,,,,
51010016,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Pass-Through Cradle Set for Apple iPhone 6 / 6S - Dashboard Installation",,,,1,,"Catalog, Search",49.99,39.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Apple,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories1012_2_1.jpg,/h/t/httptecpaq.commediacatalogproductcmcmic-16-iphone-61.jpg",",",,,,,,,,,
51010015,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Pass-Through Cradle Set for Apple iPhone 5 / 5S / 5C - Dashboard Installation",,,,1,,"Catalog, Search",49.99,39.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Apple,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories1012_2_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcmcmic-15-iphone-5c2.jpg",",",,,,,,,,,
51010010,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Pass-Through Cradle Set for Apple iPhone 4 / 4S - Dashboard Installation",,,,1,,"Catalog, Search",49.99,39.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Apple,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories1012_2_1_1_1.jpg,/h/t/httptecpaq.commediacatalogproductcmcmic-10-iphone4-passthrough-31.jpg,/h/t/httptecpaq.commediacatalogproductcmcmic-08-iphone-passthrough-22.jpg,/h/t/httptecpaq.commediacatalogproductcmcmic-10-iphone4s-passthrough.jpg",",,,",,,,,,,,,
51010109,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Deluxe Charging Cradle with integrated Antenna Coupler Apple iPhone 6 Plus / 6S Plus / 7 Plus / 8 Plus",,,,1,,"Catalog, Search",69.99,54.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Apple,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories1011.jpg,/h/t/httptecpaq.commediacatalogproduct_a_accessories1012_3.jpg,/h/t/httptecpaq.commediacatalogproduct_a_accessories-cpsr4_3.jpg,/h/t/httptecpaq.commediacatalogproductcmcmic-109-iphone-6plus2.jpg",",,,",,,,,,,,,
51010108,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,"Deluxe Charging Cradle with integrated Antenna Coupler Apple iPhone 6 / 6S / 7 / 8",,,,1,,"Catalog, Search",69.99,54.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manufacturer=Apple,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"/h/t/httptecpaq.commediacatalogproduct_a_accessories1011_1.jpg,/h/t/httptecpaq.commediacatalogproduct_a_accessories1012_3_1.jpg,/h/t/httptecpaq.commediacatalogproduct_a_accessories-cpsr4_3_1.jpg,/h/t/httptecpaq.commediacatalogproductcmcmic-108-iphone-62.jpg",",,,",,,,,,,,,
